id,severity,category,file,line,summary,evidence,verdict,verified_severity,verify_note,source,duplicate_of,direction,remediation,phase1_classification,phase1_direction,phase1_verdict,phase1_provenance,phase1_note,phase1_applied
971,minor,test-gap,lib/foundation/locks/storetest/fake.go,226,Lifecycle verbs drop request fields: OnRunScopeTerminal loses TerminalReason and InstanceID; OnInstanceCreated loses InstanceKey and Params; OnInstanceTerminated loses TerminatedAtUnixMs,fake.go:226-231 records only req.RunScopeID though lifecycle.OnRunScopeTerminalRequest carries TerminalReason and InstanceID (lib/protocols/lifecycle/types.go:44-48); fake.go:212-220 records TemplateHash/InstanceID/ServiceBindings/OwnerAPIKeyID but not InstanceKey or Params (types.go:27-36); fake.go:222-224 drops TerminatedAtUnixMs. Tests using the fake as a locks.LifecycleSubscriber cannot assert these payload fields were delivered.,unverified,,,batch4:C027,,,,,,,,,
972,minor,test-gap,lib/foundation/locks/storetest/fake.go,24,The Fake itself is untested and never run under the claim-producer conformance suite,"storetest contains only fake.go and doc.go — no _test.go — and grep shows the Fake is never exercised by the conformance runner in lib/protocols/conformance/claimproducer/. Plumbline: 'multiple implementations of one interface share a conformance suite'. The Fake is the most widely-consumed ClaimProducer implementation in the repo (runtime, controlapi, scenario tests) and its contract violations (zero-value realized write semantics; empty-scope conflict divergence) are exactly what a conformance pass over it would have caught.",unverified,,,batch4:C027,,,,,,,,,
973,minor,test-gap,lib/foundation/locks/registry.go,80,"Registry, GetWithContext's late-bind fallback, LifecycleRegistry, and NamedLocksConfig have zero in-package tests; conflict_test.go is the package's only test file","GetWithContext (registry.go:80-105) has five distinct miss branches (direct hit, empty instanceID, no lookup fn, no proxy mapping, binding absent) plus the proxy-hit path, and repo-wide grep finds no test calling it anywhere. Registry.Add's name-disagreement warning (lines 63-73), Close's closer dispatch, NamedLocksConfig.Get/Validate (lines 22-37), and LifecycleRegistry are likewise untested in-package (NamedLocksConfig is only incidentally constructed in controlapi tests).",unverified,,,batch4:C027,,,,,,,,,
974,minor,behavior,lib/foundation/matcher/matcher.go,76,"Evaluate fails open on malformed values: a non-map attrs silently matches everything, and non-string values for string keys coerce to """" (the child_key non-fan-out sentinel)","matcher.go:76 `attrsMatcher, _ := v.(map[string]any)` — if attrs is not a map the nil map makes the loop vacuous and the entry matches every dispatch (an overlay/breakpoint firing everywhere is the dangerous direction). Lines 51/57/63/69 `s, _ := v.(string)` coerce non-string node_type/executor/graph/child_key values to """", which then EQUALS an empty context field — for child_key, """" is exactly the non-fan-out sentinel Validate refuses to accept (validate.go:88). Evaluate already defends against Validate being bypassed for unknown keys (warn + no-match, lines 37-45) but takes the opposite, permissive posture for malformed known-key values; a defensive skip-with-warn would be consistent.",unverified,,,batch4:C027,,,,,,,,,
975,nit,behavior,lib/foundation/matcher/validate.go,99,"attrs paths with empty segments (""a..b"", ""a."", "" a"") pass Validate but can never match","validate.go:99 rejects only a whole-path blank (`strings.TrimSpace(path) == """"`), while Evaluate's walkAttrPath (matcher.go:90-105) splits on '.' and looks up each raw segment — an empty segment or leading-space segment never resolves, so the entry validates yet silently never fires. Mitigated by the match-count 'loud miss' discipline, but a registration-time reject of empty segments would catch the typo where it's cheap.",unverified,,,batch4:C027,,,,,,,,,
976,nit,behavior,lib/foundation/matcher/matcher.go,108,primitiveEqual: json.Number values that don't fit float64 compare false even when textually identical; int64↔float64 coercion loses precision above 2^53,"matcher.go:108-116 converts json.Number via Float64() and on error leaves it a json.Number, which then falls through the type switch to `return false` — two identical out-of-range numbers (e.g. ""1e999"" vs ""1e999"") compare unequal with no signal. Separately, the int64/float64 cross-kind arms (lines 131-132, 148) convert through float64, so distinct int64 values above 2^53 can spuriously equal a float64 matcher value. Both are extreme-edge inputs for attribute bags, but the failure is silent.",unverified,,,batch4:C027,,,,,,,,,
977,nit,structure,lib/foundation/locks/lifecycle.go,27,LifecycleRegistry duplicates the Registry idiom (Add/Get/Names/copy-map/Close-over-closer) — strict DRY suggests one generic registry,"lifecycle.go:27-66 and registry.go:39-133 are structurally identical registries over different element types, both closing elements via the shared `closer` interface (registry.go:123-125). Plumbline's strict-DRY rule ('never copy what must change together') points at a single generic registry type; today a fix to one (e.g. adding synchronization) must be remembered in the other.",unverified,,,batch4:C027,,,,,,,,,
978,nit,structure,lib/foundation/locks/registry.go,14,"Named-lock config types live in registry.go while their companion NamedLockSpec lives in types.go — the named-lock feature is split across two files, neither named for it","NamedLockConfig/NamedLocksConfig (registry.go:14-37) are the named-lock capacity declaration (`concept:named-lock`), unrelated to the producer Registry that fills the rest of the file; NamedLockSpec sits alone in types.go:7-10. Plumbline 'one feature per file, organized by feature' — a named_lock.go holding all three would make the feature greppable as a unit.",unverified,,,batch4:C027,,,,,,,,,
979,nit,structure,lib/foundation/locks/lifecycle.go,25,"The lifecycle-subscriber registry and its seven protocol aliases live in package locks, though lifecycle subscription is a sibling protocol unrelated to locks/claims","lifecycle.go:11-25 re-aliases the entire lib/protocols/lifecycle surface into package locks and hosts LifecycleRegistry there. Per concept:lifecycle-subscriber the protocol is a sibling opt-in on the same service as a claim producer, but nothing about registry bookkeeping for it is lock-shaped; vocabulary-wise `locks.LifecycleRegistry` misdirects a reader hunting for lifecycle wiring.",unverified,,,batch4:C027,,,,,,,,,
980,nit,behavior,lib/foundation/locks/registry.go,63,Registry and LifecycleRegistry maps are unsynchronized; the build-then-read-only assumption is unenforced,"registry.go:63-73 Add writes r.producers with no lock while Get/GetWithContext read it at dispatch time (runner_acquire_claims.go:31); same for LifecycleRegistry (lifecycle.go:35-42). Today all Add calls happen during single-threaded wiring so there is no observed race, but nothing (assertion, freeze step, or mutex) makes a post-startup Add fail mechanically — contrast with storetest.Fake, which locks. A wrong future edit races silently until -race catches it.",unverified,,,batch4:C027,,,,,,,,,
981,nit,structure,lib/foundation/locks/storetest/fake.go,197,"Lifecycle verbs store TemplateHash into FakeCall.TemplateID, conflating two vocabularies in the recorded calls","recordLifecycle (fake.go:261-267) and OnInstanceCreated (fake.go:213-219) put req.TemplateHash into the FakeCall.TemplateID field, while Open puts spec.TemplateID in the same field (fake.go:89). The protocol distinguishes TemplateID (claimproducer.ClaimSpec) from TemplateHash (lifecycle requests); a test asserting on FakeCall.TemplateID reads different kinds depending on verb. A separate TemplateHash field would keep the record honest.",unverified,,,batch4:C027,,,,,,,,,
982,nit,structure,lib/foundation/matcher/matcher.go,25,Trailing same-line citation comment is a one-off idiom — every other citation in the repo is a standalone line,"matcher.go:25 `AttributeBag map[string]any // @concept: attribute` is the repo's only trailing citation (grep for '<code> // @concept:' across lib/ and cmd/ returns exactly this line); all other @concept/@story/@decision citations sit on their own line above the cited declaration, and the cheatsheet describes citation comments as lines that are the tag 'and nothing else'. Plumbline uniformity: one idiom per job — move the tag to its own line above the field.",unverified,,,batch4:C027,,,,,,,,,
983,nit,test-gap,lib/foundation/locks/conflict_test.go,40,No test pins the panic contract of ModeCoexists on unknown/zero write-semantics,TestModeCoexistsMatrix and TestModeCoexistsSymmetric (conflict_test.go:40-111) enumerate only the four valid semantics. The deliberate panic on WriteSemanticsUnknown (conflict.go:38) is load-bearing (it is the assertion backing the 'zero value never reaches the matrix' invariant) but nothing fails if someone later softens it to a permissive default.,unverified,,,batch4:C027,,,,,,,,,
984,major,behavior,lib/foundation/persistence/types.go,12,"Not-found contract is ambiguous: four coexisting idioms across the driver contract, and the ErrNotFound sentinel is returned by exactly one method","types.go:12 declares ErrNotFound, but drivers return (nil, nil) for missing rows on nearly every pointer-returning Get (postgres/instances.go:79, postgres/claim_handles.go:195, postgres/breakpoints.go:91, etc.); ErrNotFound is wrapped only by NodeAttributeTable.MergeDelta (postgres/node_attributes.go:183, sqlite/node_attributes.go:200); APIKeyTable uses (APIKey, bool, error); node_runs.go:16 adds ErrRunRowMissing as a fourth idiom. Nothing in the interface package pins which convention a given method follows, so a consumer checking errors.Is(err, ErrNotFound) on a Get silently never matches, and a new driver method can pick either convention without any check failing. Plumbline: one idiom per job; wire contract needs a conformance pin.",CONFIRMED,minor,"Verified: ErrNotFound (types.go:12) vs (nil,nil) Gets (postgres/instances.go:79 returns nil,nil on pgx.ErrNoRows) vs ErrRunRowMissing (node_runs.go:16, a 4th sentinel) vs (T,bool,error) for API keys. Multiple coexisting not-found idioms confirmed. Downgraded to minor: it is a real Plumbline one-idiom-per-job/uniformity violation and latent footgun, but no current consumer does errors.Is(ErrNotFound) on a nil,nil Get, so no active defect.",batch4:C028,,,,,,,,,
